UniqueID,Class,Order,Family,ScientificName,CommonName,Ref,MichiganSleepingBear,GreatSmokyMountains,Acadia,YellowstoneGrandTeton,Glacier,JoshuaTree,Zion,Saguaro,MichiganIsleRoyale,Everglades,NorthCascadesOlympic,Redwoods,Yosemite,Habitat,LengthInches,WingspanInches,Notes,DailyActivity,YearlyActivity,IUCN,Diet,Predators
B0256,Aves,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,392,,,,,,UNCOMMON - W,COMMON - A,COMMON - W,,,OCCASIONAL - S/ RARE - R,UNCOMMON - A,COMMON - W,"Scattered trees, open conifer forests, farms; in winter, semi-open terrain, brush, deserts. Breeds in semi-open areas including pine woods, oak woods, streamside groves, ranch country, sometimes in pinyon-juniper woods, but avoiding hot dry regions. Winters in many kinds of open or semi-open habitats, especially in pinyon-juniper, also in desert, farmland, others.",,,,,,,,
B0257,Aves,Passeriformes,Turdidae,Sialia currucoides,Mountain Bluebird,393,,,,COMMON - S,COMMON - S,OCCASIONAL - W,UNCOMMON - W,OCCASIONAL - W,,,,,,"Open country with some trees; in winter, also treeless terrain. Often in more open areas than other bluebirds. Breeding habitats not always in mountains; found in lowland prairies and sagebrush flats as well as alpine zones above treeline. In winter, most common in pinyon-juniper woods but also in open grassland, desert, farmland, even barren plowed fields.",,,,,,,,
B0258,Aves,Passeriformes,Turdidae,Myadestes townsendii,Townsends Solitaire,393,,,,COMMON - A,COMMON - A,,UNCOMMON - W,,,,,,UNCOMMON - A,"Conifer forests in mountains, rocky cliffs; in winter, chaparral, pinyon-juniper, open woods, wooded streams. Breeds mostly in open conifer forest in mountains, where exposed rocky slopes or dirt banks provide nesting sites; in far north, may be in burned areas or open scrub habitat near such banks. In winter, inhabits semi-open woods and brush, especially around junipers.",,,,,,,,
B0259,Aves,Passeriformes,Turdidae,Turdus migratorius,American Robin,394,COMMON - S,COMMON - A,ABUNDANT - A,ABUNDANT - A,COMMON - S,,COMMON - W,,COMMON - S,,ABUNDANT - A/ ABUNDANT - A,ABUNDANT - A,ABUNDANT - A,"Cities, towns, lawns, farmland, forests; in winter, berry-bearing trees. Over most of continent, summers wherever there are trees for nest sites and mud for nest material. In arid southwest, summers mainly in coniferous forest in mountains, rarely in well-watered lowland suburbs. In winter, flocks gather in wooded areas where trees or shrubs have good crops of berries.",,,,,,,,
B0260,Aves,Passeriformes,Turdidae,Hylocichla mustelina,Wood Thrush,398,UNCOMMON - S,COMMON - S,UNCOMMON - S,,,,,,UNCOMMON - S,,,,,"Mainly deciduous woodlands. Breeds in the understory of woodlands, mostly deciduous but sometimes mixed, in areas with tall trees. More numerous in damp forest and near streams than in drier woods; will nest in suburban areas where there are enough large trees. In migration, found in various kinds of woodland. Winters in understory of lowland tropical forest.",,,,,,,,
B0261,Aves,Passeriformes,Turdidae,Ixoreus naevius,Varied Thrush,394,,,,,,,,,,,COMMON - A/ ABUNDANT - A,COMMON - W,UNCOMMON - W,"Thick, wet forest, conifers; in winter, woods, ravines, thickets. Breeds in coniferous forest of various types, but most common in dense, wet forest near the coast, in areas of fir, hemlock, and spruce with dense understory. In migration and winter favors coniferous woods but also occurs in undergrowth of other woods, especially near streams.",,,,,,,,
B0262,Aves,Passeriformes,Turdidae,Catharus fuscescens,Veery,396,COMMON - S,,COMMON - S,,,,,,UNCOMMON - S,,,,,"Damp deciduous woods. For breeding, favors dense understory and leafy low growth near water. Surrounding habitat usually deciduous woods, sometimes mixed or coniferous woods, or open country on northern Great Plains. In mature forest, avoids areas with little understory, concentrating along streams or other openings. During migration, found mainly in deciduous woods. Winters in undergrowth of lowland tropical forest.",,,,,,,,
B0263,Aves,Passeriformes,Turdidae,Catharus ustulatus,Swainsons Thrush,396,,,COMMON - S,,COMMON - S,,,,,,COMMON - S/ COMMON - S,COMMON - S,UNCOMMON - S,"Spruce forests and dense streamside woods; in migration, other woods. Breeds in far north and in mountains in coniferous forest with extensive leafy undergrowth; on Pacific Coast, also breeds in deciduous trees and thickets growing along streams. Occurs in many kinds of woodlands in migration. Winters in tropical forest.",,,,,,,,
B0264,Aves,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush,398,COMMON - S,,COMMON - S,COMMON - S,COMMON - S,,COMMON - W,,COMMON - S,UNCOMMON - W,UNCOMMON - A/ COMMON - A,COMMON - A,COMMON - S,"Conifer or mixed woods, forest floor; in winter, woods, thickets, parks. Breeding habitats vary in different regions; included are spruce woods, sphagnum bogs, dry pine woods, second growth in burns with standing dead trees, thickly wooded canyons, mountain forests of spruce and fir. In migration and winter found in any kind of woodland.",,,,,,,,
B0265,Aves,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,399,COMMON - S,UNCOMMON - S,COMMON - S,,,,,,UNCOMMON - S,UNCOMMON - A,,,,"Thickets, brush, shrubbery, thorn scrub. Breeds in areas of dense low growth, especially thickets around edges of deciduous or mixed woods, shrubby edges of swamps, or undergrowth in open pine woods; also in suburban neighborhoods with many shrubs and hedges. Winters in similar areas or in any habitat with dense brush.",,,,,,,,
B0266,Aves,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird,400,,,,,,COMMON - A,UNCOMMON - A,COMMON - A,,,,,," In west, often very numerous in desert thickets or streamsides in canyons.",,,,,,,,
B0267,Aves,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,400,COMMON - S,UNCOMMON - S,ABUNDANT - S,,,,,,,ABUNDANT - W,,,,"Undergrowth, brush, thorn scrub, suburban gardens. At all seasons, favors dense low growth. Most common in leafy thickets along the edges of woods and streams, shrubby swamps, overgrown brushy fields, and hedges in gardens. Avoids unbroken forest and coniferous woods.",,,,,,,,
B0268,Aves,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,401,,,,UNCOMMON - S,,,OCCASIONAL - W,OCCASIONAL - W,,,,,OCCASIONAL - S,"Sagebrush, brushy slopes, mesas; in winter, also deserts. Breeds almost entirely in sagebrush areas, either in wide-open flats or where sagelands meet open pinyon-juniper woods. Rarely breeds in other brushy habitats. More widespread in migration and winter, occurring in grassland with scattered shrubs, desert, pinyon-juniper woods, and other semi-open areas.",,,,,,,,
B0269,Aves,Passeriformes,Mimidae,Toxostoma bendirei,Bendires Thrasher,401,,,,,,UNCOMMON - S,RARE - S,UNCOMMON - S,,,,,,"Desert, farmland; cholla, thorny bushes. Lives in various kinds of dry, semi-open habitats. Perhaps most common in Sonoran desert with variety of shrubs and cholla cactus and with some understory of grass. Also found where dense hedges or shrubs are next to farmland, and in grassland with scattered shrubs and yuccas.",,,,,,,,
B0270,Aves,Passeriformes,Mimidae,Toxostoma lecontei,Le Contes Thrasher,403,,,,,,UNCOMMON - A,UNCOMMON - A,,,,,,,"Desert flats with sparse growth of saltbush. Lives in more open habitats than other thrashers, on dry flats with only scattered low shrubs. Found especially in areas of sparse saltbush, also on creosote bush flats in some areas; mainly where there are a few slightly larger mesquites or cholla cactus.",,,,,,,,
B0271,Aves,Passeriformes,Bombycillidae,Bombycilla garrulus,Bohemian Waxwing,404,,,,COMMON - W/ UNKNOWN - W,UNCOMMON - W,,,,,,,,,"Winters in wooded semi-open country where food is available; often concentrates in towns, where plantings of fruiting trees provide abundant berries.",,,,,,,,
B0272,Aves,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,404,RARE - A,UNCOMMON - A,ABUNDANT - A,UNCOMMON - A/ COMMON - A,COMMON - A,,COMMON - W,,COMMON - A,UNCOMMON - W,COMMON - A/ UNCOMMON - A,COMMON - W,RARE - W,"Open woodlands, fruiting trees, orchards; in winter, widespread, including towns. Breeding habitat is influenced by availability of fruiting trees and shrubs, often most common in edge situations, as along forest edges, streamsides, overgrown fields, edges of swamps, suburban yards. In winter, may be in any wooded or semi-open area where berries are abundant.",,,,,,,,
B0273,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,405,COMMON - A,RARE - A,UNKNOWN - A,UNCOMMON - A,UNCOMMON - A,UNCOMMON - A,ABUNDANT - A,UNCOMMON - A,RARE - A,COMMON - A,RARE - A/ UNCOMMON - A,ABUNDANT - A,COMMON - A,"Cities, parks, farms, open groves, fields. Most numerous in farm country and in suburbs and cities, but inhabits almost any kind of disturbed habitat. Usually scarce or absent in extensive wild areas of forest, scrub, or desert, but will breed around buildings or settlements in the midst of such habitats.",,,,,,,,
B0274,Aves,Passeriformes,Ptiliogonatidae,Phainopepla nitens,Phainopepla,406,,,,,,COMMON - A,UNCOMMON - A,COMMON - W,,,,,,"Desert scrub, mesquites, oak foothills, mistletoe clumps. Occurs in many lowland and foothills habitats, moving around with availability of berries. Often in Sonoran desert areas and mesquite groves at various times of year; at some seasons, moves into chaparral, streamside trees, and oak woodlands.",,,,,,,,
B0275,Aves,Passeriformes,Corvidae,Cyanocitta cristata,Blue Jay,408,COMMON - A,COMMON - A,ABUNDANT - A,,,,,,COMMON - A,COMMON - A,,,,"Oak and pine woods, suburban gardens, groves, towns. Breeds in deciduous or mixed woods, avoiding purely coniferous forest. May be in fairly low or scrubby forest in southern part of range. Favors habitat with many oak or beech trees. Often common in well-wooded suburbs or city parks.",,,,,,,,
B0276,Aves,Passeriformes,Corvidae,Cyanocitta stelleri,Stellers Jay,408,,,,UNCOMMON - A/ COMMON - A,COMMON - A,,,,,,COMMON - A/ COMMON - A,ABUNDANT - A,ABUNDANT - A,"Conifer and pine-oak forests. Most numerous as a breeder in the mountains and along the northern coast in forests of pine, spruce, and fir; also lives in pine-oak forest, and locally in riverside groves of oaks and other deciduous trees. Especially when not nesting, will range into other woodland types, orchards, and well-wooded suburbs.",,,,,,,,
B0277,Aves,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,409,,,,,,COMMON - A,OCCASIONAL - A,,,,,,,"Pinyon pines, junipers; ranges into sagebrush. Under normal conditions, seldom found far from pinyon pines in pinyon-juniper woods. At times, perhaps when the pinyon cone crop fails, flocks are seen elsewhere in streamside groves, oak woods, or other habitats.",,,,,,,,
B0278,Aves,Passeriformes,Corvidae,Aphelocoma woodhouseii,Western Scrub-Jay,,,,,,,,COMMON - A,,,,,,,"Arid woodlands of juniper and pinyon pine, plus pine-oak woodlands and oak scrub in foothills. Also found in some suburban areas and parks. In winter, may disperse to lowland riverside woods.",,,,,,,,
B0279,Aves,Passeriformes,Corvidae,Perisoreus canadensis,Canada Jay,413,,,,COMMON - A,COMMON - A,,,,,,COMMON - A/ COMMON - A,,,"Spruce and fir forests. Found in various kinds of coniferous and mixed forest, but rarely occurs where there are no spruce trees. Habitats include black spruce bogs in eastern Canada, forests of aspen and Engelmann spruce in Rockies, Sitka spruce and Douglas-fir on northwest coast.",,,,,,,,
B0280,Aves,Passeriformes,Corvidae,Nucifraga columbiana,Clarks Nutcracker,413,,,,ABUNDANT - A/ COMMON - A,UNCOMMON - A,,,,,,,,COMMON - A,"High mountains, conifers near treeline. Generally breeds at high elevations in the mountains, in open or broken forest of pine, spruce, or Douglas-fir. May also breed in lower-elevation pine or pinyon-juniper woods when there is a good cone crop. Wanders to above treeline in summer, and may move to lower elevation woods in fall.",,,,,,,,
B0281,Aves,Passeriformes,Corvidae,Pica hudsonia,Black-Billed Magpie,414,,,,COMMON - A,UNCOMMON - A,,,,,,,,,"Rangeland, conifers, streamsides, forest edges, farms. Found in many kinds of semi-open country in the west. Avoids unbroken forest, and not found in treeless grasslands or extreme desert situations. Most common in streamside groves of trees in open terrain, farm country, and some suburban areas.",,,,,,,,
B0282,Aves,Passeriformes,Corvidae,Corvus corax,Common Raven,415,,,COMMON - A,ABUNDANT - A,COMMON - A,COMMON - A,COMMON - A,COMMON - A,COMMON - A,,COMMON - A/ COMMON - A,ABUNDANT - A,ABUNDANT - A,"Boreal and mountain forests, coastal cliffs, tundra, desert. Can live in a very wide array of habitats, from tundra above the Arctic Circle to hot desert areas of the southwest. Often in heavily forested country; may also live on prairies if good nest sites (on cliffs) exist nearby.",,,,,,,,
B0283,Aves,Passeriformes,Corvidae,Corvus brachyrhynchos,American Crow,416,ABUNDANT - A,COMMON - A,COMMON - A,UNCOMMON - A/ COMMON - A,UNCOMMON - A,,,,COMMON - A,COMMON - A,COMMON - A/ COMMON - A,ABUNDANT - A,,"Woodlands, farms, fields, river groves, shores, towns. Lives in a wide variety of semi-open habitats, from farming country and open fields to clearings in the woods. Often found on shores, especially in the Pacific Northwest, where the coastal population was formerly considered a separate species called “Northwestern Crow.” Avoids hot desert zones. Is adapting to towns and even cities, now often nesting in city parks.",,,,,,,,
B0284,Aves,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,419,COMMON - S,UNCOMMON - A,ABUNDANT - S,COMMON - S,UNCOMMON - S,COMMON - A,COMMON - A,COMMON - A,,COMMON - A,COMMON - A/ UNCOMMON - A,COMMON - A,COMMON - S,"	Farms, fields, prairies, wood edges, river groves. Favors open or semi-open country at all seasons. In winter often concentrates in farmland, pastures, or cattle feedlots, where foraging is easy. More widespread in breeding season, in grassland, brushy country, forest edges, even desert, but tends to avoid dense unbroken forest.",,,,,,,,
B0285,Aves,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle,420,COMMON - S,UNCOMMON - A,ABUNDANT - S,,,,,,UNCOMMON - S,ABUNDANT - A,,,,"Farmland, towns, groves, streamsides. Common in many kinds of open or semi-open country. Often forages in farm fields, pastures, suburban lawns, cattle feedlots, marshes. Nests and roosts in places with dense trees (especially conifers) close to open areas, as in groves, woodland edges, parks.",,,,,,,,
B0286,Aves,Passeriformes,Icteridae,Quiscalus mexicanus,Great-Tailed Grackle,421,,,,,,,UNKNOWN - A,COMMON - A,,,,,,"Groves, thickets, farms, towns, city parks. Found in many kinds of open and semi-open country, mostly in the lowlands, including farmland, marshes, irrigated fields, suburban lawns, brushy areas. Avoids true desert situations but may be common around streams or ponds in dry country.",,,,,,,,
B0287,Aves,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewers Blackbird,422,,,,S COMMON/ ABUNDANT - S,RARE - S,COMMON - W,UNCOMMON - W,,,,RARE - A/ UNCOMMON - A,ABUNDANT - A,ABUNDANT - A,"Fields, prairies, farms, parks. Occurs in many kinds of open and semi-open country, including shrubby areas near water, streamside woods, aspen groves in mountain meadows, shores, farmland, irrigated or plowed fields. Often around human habitations, foraging on suburban lawns and in city parking lots.",,,,,,,,
B0288,Aves,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,423,COMMON - S,UNCOMMON - A,COMMON - S,COMMON - A/ ABUNDANT - A,UNCOMMON - A,,COMMON - A,,,ABUNDANT - A,UNCOMMON - A/ COMMON - A,ABUNDANT - A,COMMON - A,"Breeds in marshes, brushy swamps, hayfields; forages also in cultivated land and along edges of water. Breeds most commonly in freshwater marsh, but also in wooded or brushy swamps, rank weedy fields, hayfields, upper edges of salt marsh. Often forages in other open habitats, such as fields and mudflats; outside the breeding season, flocks gather in farm fields, pastures, feedlots.",,,,,,,,
B0289,Aves,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,424,,,,COMMON - S,RARE - S,,,,,,,,,"Fresh marshes. Forages in fields, open country. Breeds in freshwater sloughs, marshy lake borders, tall cattails growing in water up to 3-4' deep. Forages around marshes and also commonly in open pastures, plowed fields, cattle pens, feedlots.",,,,,,,,
B0290,Aves,Passeriformes,Icteridae,Sturnella magna,Eastern Meadowlark,425,COMMON - S,UNCOMMON - A,RARE - S,,,,,OCCASIONAL - W,,COMMON - A,,,,"Open fields and pastures, meadows, prairies. Breeds in natural grasslands, meadows, weedy pastures, also in hayfields and sometimes in fields of other crops. Winters in many kinds of natural and cultivated fields. In the Midwest, tends to prefer taller and lusher grass than Western Meadowlark, but in the Southwest it lives in very arid desert grasslands.",,,,,,,,
B0291,Aves,Passeriformes,Icteridae,Sturnella neglecta,Western Meadowlark,425,,,,COMMON - A,UNCOMMON - S,COMMON - A,,,,,,COMMON - A,UNCOMMON - A,"Grasslands, cultivated fields and pastures, meadows, prairies. Breeds mostly in natural grasslands, abandoned weedy fields, rangeland, also sometimes on cultivated land. In the Midwest, seems to prefer shorter grass and drier fields than the sites chosen by Eastern Meadowlark. In winter, often in stubble fields and other farmland.",,,,,,,,
B0292,Aves,Passeriformes,Icteridae,Icterus parisorum,Scotts Oriole,426,,,,,,COMMON - S,OCCASIONAL - S,COMMON - S,,,,,,"Dry woods and scrub in desert mountains, yuccas, Joshua-trees, pinyons. Breeds in semi-arid zones of Southwest in oak zones of lower canyons, open woods of juniper and pinyon pine, stands of Joshua-trees, grassland with many yuccas, palm oases. Avoids true desert.",,,,,,,,
B0293,Aves,Passeriformes,Icteridae,Icterus galbula,Baltimore Oriole,427,COMMON - S,UNCOMMON - S,COMMON - S,,,,,,,COMMON - W,,,,"Open woods, riverside groves, elms, shade trees. Breeds in deciduous or mixed woodland, generally in open woods or edges rather than interior of dense forest. May be common in trees in towns. Often favors elms. Winters mostly in the tropics around forest edge and semi-open country.",,,,,,,,
B0294,Aves,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,432,,RARE - S,,,,,,,,,,,,"	Woods, groves (especially oaks). In the Southeast, breeds in dry open woods, especially those of oak, hickory, or pine. In the Southwest, breeds in cottonwood-willow forests along streams. Winters in the tropics, mainly in lowlands but also up to middle elevations in mountains, both in solid forest and in edges and clearings with scattered trees.",,,,,,,,
B0295,Aves,Passeriformes,Cardinalidae,Piranga oblivacea,Scarlet Tanager,433,COMMON - S,COMMON - S,RARE - S,,,,,,UNCOMMON - S,,,,,"Forests and shade trees (especially oaks). Breeds mostly in deciduous forest, mainly where oaks are common but also in maple, beech, and other trees; sometimes in mixed pine-oak woods, and occasionally in coniferous woods dominated by pine or hemlock. Winters in tropical rain forest in lowlands just east of the Andes.",,,,,,,,
B0296,Aves,Passeriformes,Cardinalidae,Piranga ludoviciana,Western Tanager,433,,,,COMMON - S,COMMON - S,COMMON - S,COMMON - S,COMMON - S,,,COMMON - S/ COMMON - S,COMMON - S,COMMON - S,"Open conifer or mixed forests; widespread in migration. Breeds mostly in the high mountains or the North, in forest of spruce, fir, pine, aspen, rarely in lower elevation woods mostly of oak. In migration may occur in any habitat, even desert. Winters in the tropics mostly in pine-oak woods or forest edge. In California, may winter in eucalyptus groves.",,,,,,,,
B0297,Aves,Passeriformes,Cardinalidae,Passerina caerulea,Blue Grosbreak,436,,RARE - S,,,,,COMMON - S,UNCOMMON - S,,UNCOMMON - S,,OCCASIONAL - S,RARE - S,"Brush, roadsides, streamside thickets. Breeds in dense low growth in semi-open country, including woodland edges, brushy fields, young second-growth woods, hedgerows. In the Southwest, most common near water, in streamside thickets and mesquite groves. Outside the breeding season, often in open weedy fields. Native forms in Central America inhabit dry tropical forest and edges of other woods.",,,,,,,,
B0298,Aves,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,437,COMMON - S,COMMON - S,RARE - S,,,,,,UNCOMMON - S,COMMON - W,,,,"Brushy pastures, bushy wood edges. For nesting favors roadsides, old fields growing up to bushes, edges of woodlands, and other edge habitats such as along rights-of-way for powerlines or railroads. Also in clearings within deciduous woods, edges of swamps. In the west, usually near streams. During winter in the tropics, most common around brushy edges of farm fields.",,,,,,,,
B0299,Aves,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,437,,,,COMMON - S,UNCOMMON - S,,,,,,,ABUNDANT  - A,UNCOMMON - S,"Open brush, streamside shrubs. Breeds in brushy areas with open grassy ground nearby, such as patches of scrub oak, chaparral, streamside thickets, sometimes in areas of sagebrush or pinyon-juniper woods. In migration and winter, occurs in weedy fields, open woods, brushy places.",,,,,,,,
B0300,Aves,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-Breasted Grosbeak,438,COMMON - S,COMMON - S,COMMON - S,,,,,,UNCOMMON - S,,,,,"Deciduous woods, orchards, groves. Breeds mostly in open deciduous woods, sometimes in mixed woods, favoring edges or openings with combination of shrubs and tall trees rather than unbroken forest. In migration, may occur in any wooded or semi-open area. Winters in the tropics, mostly at forest edge or in second-growth woods in lowlands and foothills.",,,,,,,,
B0301,Aves,Passeriformes,Cardinalidae,Pheucticus melanocephalus,Black-Headed Grosbeak,438,,,,RARE - S/ COMMON - S,RARE - S,,COMMON - S,,,,UNCOMMON - S/ UNCOMMON - S,COMMON - S,COMMON - S,"Deciduous and mixed woods. Breeds mainly in oak woodland, streamside groves of cottonwood and willow, pine-oak woods in mountains, pinyon-juniper woodland; seldom in purely coniferous forest. In migration, occurs in any kind of open woods, streamside trees, suburbs, mesquite groves, desert washes. Winters in open woods and brush of the tropics, from lowlands to mountains.",,,,,,,,
B0302,Aves,Passeriformes,Cardinalidae,Cardinalis cardinals,Northern Cardinal,439,COMMON - A,COMMON - A,UNKNOWN - A,,,,,COMMON - A,UNKNOWN - A,COMMON - A,,,,"	Woodland edges, thickets, suburban gardens, towns, desert washes. Found in a wide variety of brushy or semi-open habitats in the East, from forest clearings and swamps to city parks, almost wherever there are some dense bushes for nesting. In the Southwest, more local; occurs in tall brush, streamside thickets, groves of mesquites in desert.",,,,,,,,
B0303,Aves,Passeriformes,Cardinalidae,Passerina ciris,Painted Bunting,,,,,,,,,,,COMMON - W,,,,"Winters in similar habitats in Florida, plus areas of scrub and second growth in the tropics.",,,,,,,,
B0304,Aves,Passeriformes,Cardinalidae,Cardinalis sinuatus,Pyrrhuloxia,439,,,,,,,,UNCOMMON - A,,,,,,"Mesquites, thorn scrub, deserts. Present at all seasons in dense brush in very dry country, including mesquite groves, desert washes, lower stretches of arid canyons, dry plains with mesquite and acacia scrub, streamside brush in desert regions. In winter, also wanders into open woods, forest edges, hedgerows in farm country.",,,,,,,,
B0305,Aves,Passeriformes,Fringillidae,Spinus pinus,Pine Siskin,442,,COMMON - W,ABUNDANT - A,COMMON - A,COMMON - A,,,,UNCOMMON - A,,COMMON - A/ ABUNDANT - A,ABUNDANT - A,COMMON - A,"Conifers, mixed woods, alders, weedy areas. Breeds mostly in coniferous and mixed woods, often around edges or clearings; sometimes in deciduous woods, isolated conifer groves. In migration and winter occurs in many kinds of semi-open areas, woodland edges, weedy fields.",,,,,,,,
B0306,Aves,Passeriformes,Fringillidae,Haemorhous mexicanus,House Finch,443,COMMON - A,RARE - A,COMMON - A,UNKNOWN - A/ COMMON - A,,COMMON - A,ABUNDANT - A,COMMON - A,,,UNKNOWN - A/ UNCOMMON - A,ABUNDANT - A,COMMON - A,"Cities, suburbs, farms, canyons. Original habitat was probably streamside trees and brush in dry country, woodland edges, chaparral, other semi-open areas. Now most commonly associated with humans in cities, towns, and farmland, especially in areas with lawns, weedy areas, trees, buildings. Avoids unbroken forest or grassland.",,,,,,,,
B0307,Aves,Passeriformes,Fringillidae,Spinus tristis,American Goldfinch,447,COMMON - A,COMMON - A,ABUNDANT - A,RARE - S/ COMMON - S,RARE - S,,COMMON - W,UNKNOWN - W,UNCOMMON - A,COMMON - W,OCCASIONAL - A/ UNCOMMON - A,COMMON - A,,"Patches of thistles and weeds, roadsides, open woods, edges. Found at all seasons in semi-open areas having open weedy ground and some trees and bushes for shelter, especially areas of second growth, streamsides, roadsides, woodland edges, orchards, suburban areas. In winter also in some very open fields farther from trees.",,,,,,,,
B0308,Aves,Passeriformes,Fringillidae,Carduelis psaltria,Lesser Goldfinch,447,,,,,,COMMON - A,COMMON - A,COMMON - A,,,,COMMON - A,COMMON - S,"Open brushy country, open woods, wooded streams, gardens. Generally in semi-open areas, where there are thickets and trees close to open weedy fields, from low valleys to high in mountains. In dry country, usually found close to water. In the tropics, found in semi-open terrain, woodland edges.",,,,,,,,
B0309,Aves,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,448,,,,OCCASIONAL - A/ COMMON - A,UNCOMMON - A,,,,,,UNCOMMON - A/ COMMON - A,,,"Conifer forests; in winter, box elders and other maples, also fruiting shrubs. Breeds in coniferous and mixed forests; often associated with spruce and fir in northern forest, with pines in western mountains. In migration and winter, may be equally common in deciduous groves in woodlands and semi-open country.",,,,,,,,
B0310,Aves,Passeriformes,Fringillidae,Carpodacus cassinii,Cassins Finch,442,,,,COMMON - S,UNCOMMON - S,,COMMON - W,,,,,,UNKNOWN - W,"Conifers in high mountains; lower levels in winter. Breeds mostly in mountain forests of conifers, especially spruce and fir, also in pine and Douglas-fir in some areas and sometimes in pinyon-juniper woods. Often at very high elevations, near treeline in mountains. Winters in mountain forests of conifers, sometimes in open woods of lower valleys.",,,,,,,,
B0311,Aves,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,443,COMMON - A,,ABUNDANT - A,,,,,,RARE - A,,UNCOMMON - A/ UNCOMMON - A,COMMON - A,,"Woods, groves, suburbs. Breeds mostly in coniferous and mixed woods, both in forest interior and along edges. In Pacific states, also breeds in oak woodland and streamside trees. In migration and winter, found in a wide variety of wooded and semi-open areas, including forest, suburbs, swamps, and overgrown fields.",,,,,,,,
B0312,Aves,Passeriformes,Fringillidae,Carduelis flammea,Common Redpoll,441,,,,UNCOMMON - W/ N,UNCOMMON - W,,,,OCCASIONAL - W,,,,,"Birches, thickets, tundra scrub. In winter, weeds, brush. Breeds in shrubby habitats of the North, including clearings in birch or spruce forest, thickets of willow, alder, or dwarf birch, bushy areas on tundra. Winters in various kinds of semi-open country, including woodland edges and brushy or weedy fields.",,,,,,,,
B0313,Aves,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,449,,,ABUNDANT - A,UNCOMMON - A/ COMMON - A,COMMON - A,,,,OCCASIONAL - A,,UNCOMMON - A/ ABUNDANT - A,UNCOMMON - A,UNCOMMON - A,"Conifer forests and groves. Seldom found away from conifers. Depending on region of continent, may breed mainly in pines, or may be in spruce, hemlock, Douglas-fir, or other evergreens. Different races may favor different forest types. Wandering flocks may appear in plantings of conifers in parks or suburbs well away from usual range.",,,,,,,,
B0314,Aves,Passeriformes,Passerellidae,Plectrophenax nivalis,Snow Bunting,476,OCCASIONAL - W,,COMMON - W,OCCASIONAL - W/ UNCOMMON - W,RARE - W,,,,COMMON - W,,,,,"Prairies, fields, dunes, shores. In summer, tundra. Breeds on northern tundra, mainly in areas with rocky outcrops, boulder fields, cliffs, or rocky beaches, generally avoiding unbroken wet tundra. Winters in various kinds of open country, including shortgrass prairie, farmland, beaches, lake shores.",,,,,,,,
B0315,Aves,Passeriformes,Passerellidae,Pipilo maculatus,Spotted Towhee,451,,,,RARE - S,RARE - S,COMMON - W,COMMON - W,COMMON - W,,,COMMON - A/ COMMON- A,ABUNDANT - A,COMMON - A,"Open woods, undergrowth, brushy edges. In the varied terrain of the West, this towhee often lives in chaparral, mountain manzanita thickets, scrub oaks, or pinyon-juniper woods with dense understory.",,,,,,,,
B0316,Aves,Passeriformes,Passerellidae,Pipilo erythrophthalmus,Eastern Towhee,451,UNCOMMON - S,COMMON - A,COMMON - S,,,,,,,COMMON - A,,,,"Open woods, undergrowth, brushy edges. Habitat varies with region, but always in brushy areas. In the Northeast, typically in understory of open woods.",,,,,,,,
B0317,Aves,Passeriformes,Passerellidae,Melozone fusca,Canyon Towhee,453,,,,,,,,COMMON - A,,,,,,"Brushy areas, chaparral, desert foothills, canyons, pinyon-juniper woods. Habitat varies in different parts of range, but always in brushy areas, avoiding forest and open desert. Found in open pinyon-juniper woodland, chaparral on dry hillsides, grasslands with cholla and mesquite, thickets of scrub oak, similar habitats.",,,,,,,,
B0318,Aves,Passeriformes,Passerellidae,Pipilo chlorurus,Green-tailed Towhee,452,,,,UNCOMMON - S/ COMMON - S,,UNCOMMON - S,COMMON - S,,,,,,,"Brushy mountain slopes, low chaparral, open pines, sage, manzanita, riverine woods. Breeds in a variety of semi-open habitats, mostly in mountains; typically where there is dense low cover of sagebrush, manzanita, or other bushes, and a few taller trees such as scattered pines. In migration and winter, mostly in dense low brush, often near streams.",,,,,,,,
